CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
01069040202,Alabama,Houston County,1,8142,3258,0,136,1.67,0,0,0,0,0,0,5.6,93542,1,1,1,1,1,0,0,0,1805,5905,1805,133,837,133,5905,72.53,837,10.28,1467,18.02,781,9.59,5109,62.74,500,6.15,151,1.85,2,0.03,19,0.23,124,1.52,102,1.25,37,1.15,68,2.09,1805,22.16,133,1.63,510,6.26,173,2.13,1465,18.00,214,2.63,62,0.76,0,0.00,10,0.12,53,0.66,20,0.24,5,0.16,20,0.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1457,1932,1261,7039,703,205,6,27,162,170,63,95
01069040301,Alabama,Houston County,1,3928,1755,0,0,0.00,0,0,0,0,0,0,17.0,49857,1,1,1,1,1,0,0,0,1153,2487,1153,726,1302,726,2487,63.31,1302,33.13,572,14.57,292,7.42,1350,34.37,945,24.06,32,0.82,0,0.00,13,0.34,146,3.73,147,3.75,79,4.50,203,11.56,1153,29.34,726,18.48,285,7.27,53,1.34,364,9.28,676,17.20,10,0.25,0,0.00,4,0.11,98,2.50,106,2.69,64,3.64,102,5.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1861,916,588,2351,1324,39,0,24,190,205,81,268
01069040302,Alabama,Houston County,1,3589,1457,0,43,1.20,1,1,1,0,0,1,21.1,41719,1,1,1,1,1,0,0,0,638,2591,638,337,1368,337,2591,72.18,1368,38.13,732,20.39,240,6.69,1214,33.81,1234,34.37,31,0.86,3,0.08,11,0.31,99,2.75,107,2.99,58,4.01,188,12.88,638,17.79,337,9.38,171,4.76,71,1.97,309,8.62,308,8.58,3,0.08,0,0.01,3,0.07,15,0.42,14,0.40,13,0.90,43,2.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1886,972,332,1800,1561,46,3,12,167,182,88,261
01069040400,Alabama,Houston County,1,2484,1081,0,29,1.17,0,0,0,0,0,0,11.7,90714,0,1,0,1,0,0,0,0,87,1164,87,17,225,17,1164,46.87,225,9.08,267,10.75,253,10.17,1126,45.35,8,0.34,7,0.27,0,0.00,1,0.04,22,0.88,18,0.73,11,0.99,46,4.27,87,3.50,17,0.69,15,0.60,25,0.99,86,3.45,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,0,0.02,4,0.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,714,577,441,2093,299,11,1,10,70,47,74,93
01069040500,Alabama,Houston County,1,3458,1616,0,0,0.00,0,0,0,0,0,0,14.5,63750,0,1,0,1,0,0,0,0,227,1746,227,55,502,55,1746,50.50,502,14.51,281,8.13,390,11.27,1576,45.58,118,3.40,20,0.58,0,0.00,10,0.30,22,0.64,46,1.33,15,0.94,77,4.76,227,6.58,55,1.59,24,0.70,70,2.03,215,6.23,7,0.20,2,0.07,0,0.00,1,0.03,2,0.05,3,0.10,3,0.16,11,0.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1154,676,646,2814,532,26,0,18,68,85,53,133
01069040600,Alabama,Houston County,1,2471,956,0,279,11.29,0,0,0,0,0,1,57.2,19375,0,0,0,0,0,0,0,0,NULL,429,NULL,NULL,345,NULL,429,17.36,345,13.95,110,4.46,46,1.86,92,3.72,315,12.76,0,0.00,1,0.03,2,0.08,19,0.77,19,0.76,71,7.38,84,8.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1529,624,235,341,2024,10,9,5,82,64,271,339
01069040700,Alabama,Houston County,1,2662,1069,0,0,0.00,0,1,0,0,0,1,22.3,42250,0,1,0,1,0,0,0,0,NULL,767,NULL,NULL,357,NULL,767,28.81,357,13.41,202,7.57,133,4.98,445,16.71,293,11.00,10,0.36,0,0.00,1,0.04,19,0.71,14,0.51,10,0.96,64,5.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1481,758,398,1570,968,25,0,6,93,89,25,216
01069040800,Alabama,Houston County,0,7774,3024,0,0,0.00,0,0,0,0,1,0,19.9,60553,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,7400,95.19,2986,38.41,1880,24.19,1027,13.21,6053,77.86,850,10.93,45,0.58,8,0.11,43,0.56,400,5.15,482,6.20,113,3.74,401,13.25,6708,86.29,2715,34.92,1660,21.36,930,11.96,5589,71.89,669,8.61,40,0.52,7,0.09,39,0.50,365,4.69,444,5.71,99,3.28,363,11.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3399,2021,1055,6225,976,47,9,45,472,563,123,445
01069040900,Alabama,Houston County,1,4657,1867,0,13,0.28,0,0,0,0,0,0,11.8,67500,1,1,1,1,1,0,0,0,2144,4206,2144,624,1309,624,4206,90.32,1309,28.10,1073,23.04,514,11.05,2958,63.51,1066,22.89,36,0.76,0,0.00,9,0.18,138,2.97,152,3.27,38,2.06,168,9.01,2144,46.05,624,13.41,552,11.85,274,5.88,1614,34.65,458,9.84,26,0.56,0,0.00,2,0.05,44,0.95,48,1.03,23,1.21,84,4.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1595,1187,565,3264,1191,36,1,11,154,161,43,187
01069041000,Alabama,Houston County,1,5145,1958,0,118,2.29,0,1,0,1,1,1,34.0,30966,0,1,0,1,0,0,0,1,NULL,3572,NULL,NULL,2336,NULL,3572,69.43,2336,45.40,1104,21.45,387,7.53,945,18.37,2487,48.34,11,0.22,0,0.00,9,0.17,120,2.34,72,1.41,145,7.40,409,20.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3379,1511,625,1669,3250,35,5,14,172,116,201,580
01069041100,Alabama,Houston County,1,3849,1669,0,12,0.31,0,1,0,0,0,1,22.4,45688,0,1,0,1,0,0,0,0,55,2143,55,22,1001,22,2143,55.68,1001,26.00,506,13.14,358,9.31,1536,39.91,514,13.35,17,0.45,1,0.03,13,0.34,62,1.61,71,1.83,56,3.35,149,8.91,55,1.43,22,0.56,12,0.32,9,0.22,44,1.13,10,0.26,0,0.00,0,0.00,0,0.01,1,0.03,3,0.08,2,0.10,3,0.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1748,946,610,2583,1099,25,1,29,112,136,85,233
01069041200,Alabama,Houston County,1,2539,1070,0,214,8.43,0,1,0,0,0,1,53.9,20313,0,1,0,1,0,0,0,0,NULL,990,NULL,NULL,820,NULL,990,39.00,820,32.31,246,9.67,220,8.65,439,17.29,514,20.26,4,0.16,1,0.02,1,0.03,31,1.23,23,0.90,98,9.17,191,17.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1771,595,478,1120,1303,9,2,15,90,68,253,463
01069041400,Alabama,Houston County,1,3093,1118,0,348,11.25,1,1,1,1,1,1,38.5,31923,1,1,1,1,1,0,0,1,890,2481,890,513,1431,513,2481,80.22,1431,46.27,618,20.00,365,11.81,524,16.93,1871,60.49,13,0.42,0,0.00,8,0.26,65,2.12,44,1.42,172,15.36,379,33.91,890,28.79,513,16.58,203,6.56,181,5.84,126,4.07,744,24.07,4,0.13,0,0.00,2,0.07,14,0.45,12,0.39,50,4.43,144,12.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1988,712,427,663,2338,13,0,10,69,53,222,437
01069041500,Alabama,Houston County,1,4173,1724,0,0,0.00,1,1,1,1,1,1,30.4,44659,1,1,1,1,1,0,0,1,1577,3710,1577,641,2053,641,3710,88.90,2053,49.21,908,21.76,616,14.77,900,21.57,2754,65.99,1,0.02,2,0.05,6,0.14,47,1.13,33,0.79,292,16.96,469,27.23,1577,37.78,641,15.35,309,7.41,320,7.68,838,20.09,712,17.07,0,0.01,0,0.01,5,0.13,20,0.47,20,0.47,75,4.33,196,11.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2250,1013,672,916,3190,1,2,6,58,34,278,483
01069041600,Alabama,Houston County,0,5377,2054,0,16,0.30,0,0,0,0,0,0,15.7,54890,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5377,100.00,2147,39.94,1413,26.28,688,12.80,3541,65.85,1617,30.07,8,0.15,1,0.02,21,0.39,189,3.51,206,3.83,88,4.30,320,15.60,5366,99.80,2144,39.87,1411,26.23,686,12.76,3532,65.69,1615,30.04,8,0.15,1,0.02,21,0.39,189,3.51,206,3.83,88,4.29,320,15.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2077,1413,688,3541,1617,8,1,21,189,206,85,303
01069041700,Alabama,Houston County,0,1402,601,0,0,0.00,0,0,0,0,0,1,22.8,37216,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,938,66.94,526,37.55,191,13.60,182,12.96,772,55.09,141,10.03,2,0.14,2,0.14,3,0.19,19,1.34,17,1.21,11,1.78,44,7.27,701,50.00,418,29.80,145,10.35,126,9.00,585,41.70,98,7.00,2,0.14,2,0.14,0,0.01,14,1.00,15,1.10,7,1.13,32,5.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,617,305,268,1116,254,2,2,3,25,18,16,58
01069041800,Alabama,Houston County,0,2305,949,0,0,0.00,0,0,0,0,0,0,18.0,51667,0,0,0,0,0,0,0,0,75,75,NULL,31,31,NULL,2305,100.00,948,41.14,490,21.26,407,17.66,1591,69.02,655,28.42,1,0.04,0,0.00,18,0.78,40,1.74,38,1.65,56,5.93,159,16.71,2305,100.00,948,41.14,490,21.26,407,17.66,1591,69.02,655,28.42,1,0.04,0,0.00,18,0.78,40,1.74,38,1.65,56,5.93,159,16.71,75,3.23,31,1.34,5,0.24,17,0.72,66,2.88,8,0.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.25,7,0.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,808,490,407,1591,655,1,0,18,40,38,44,124
01069041900,Alabama,Houston County,0,7572,3021,0,0,0.00,0,0,0,0,0,0,15.1,53190,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6717,88.70,2943,38.87,1573,20.77,1007,13.30,5765,76.13,774,10.22,13,0.17,0,0.00,32,0.42,133,1.75,73,0.97,99,3.29,327,10.83,5944,78.50,2627,34.69,1396,18.43,893,11.79,5186,68.48,593,7.83,12,0.16,0,0.00,31,0.41,122,1.61,67,0.89,84,2.77,290,9.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3318,1758,1210,6426,954,13,0,35,144,81,110,357
01069042000,Alabama,Houston County,0,5683,2315,0,14,0.25,0,0,0,0,1,0,19.1,52278,1,1,0,0,0,1,0,1,606,606,NULL,285,285,NULL,5683,100.00,2432,42.79,1226,21.57,899,15.82,5009,88.14,524,9.22,5,0.09,3,0.05,34,0.60,108,1.90,80,1.41,115,4.96,347,14.98,5683,100.00,2432,42.79,1226,21.57,899,15.82,5009,88.14,524,9.22,5,0.09,3,0.05,34,0.60,108,1.90,80,1.41,115,4.96,347,14.98,606,10.67,285,5.02,171,3.02,73,1.29,461,8.11,116,2.05,0,0.00,0,0.00,12,0.21,18,0.31,9,0.16,16,0.69,34,1.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2440,1226,899,5009,524,5,3,34,108,80,106,322
01069042100,Alabama,Houston County,0,7294,2761,0,0,0.00,0,0,0,0,0,0,14.6,63894,0,0,0,0,0,0,0,0,26,26,NULL,8,8,NULL,7294,100.00,2683,36.78,1940,26.60,891,12.22,6637,90.99,453,6.21,28,0.38,0,0.00,40,0.55,136,1.86,152,2.08,82,2.96,136,4.92,7294,100.00,2683,36.78,1940,26.60,891,12.22,6637,90.99,453,6.21,28,0.38,0,0.00,40,0.55,136,1.86,152,2.08,82,2.96,136,4.92,26,0.36,8,0.11,5,0.06,7,0.09,24,0.33,1,0.01,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.02,1,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2802,1940,891,6637,453,28,0,40,136,152,77,126
01071950100,Alabama,Jackson County,0,6749,2635,0,0,0.00,0,0,0,1,1,1,20.5,41307,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,6749,100.00,3119,46.22,1593,23.60,1009,14.95,6412,95.01,12,0.18,9,0.13,0,0.00,99,1.47,217,3.22,74,1.10,113,4.30,266,10.11,6749,100.00,3119,46.22,1593,23.60,1009,14.95,6412,95.01,12,0.18,9,0.13,0,0.00,99,1.47,217,3.22,74,1.10,113,4.30,266,10.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2944,1593,1009,6412,12,9,0,99,217,74,114,269
01071950200,Alabama,Jackson County,1,3516,1458,0,0,0.00,1,1,1,0,0,1,29.8,41444,1,1,1,1,1,0,0,0,1431,3005,1431,744,1576,744,3005,85.46,1576,44.81,723,20.58,463,13.17,2604,74.07,208,5.90,2,0.06,4,0.11,41,1.16,146,4.15,69,1.95,64,4.41,169,11.58,1431,40.71,744,21.15,348,9.90,206,5.85,1253,35.64,89,2.54,1,0.03,0,0.00,12,0.33,76,2.16,45,1.28,29,2.00,80,5.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1649,835,560,3050,224,4,4,58,176,72,75,195
01071950300,Alabama,Jackson County,0,5897,2368,0,84,1.42,0,0,0,1,1,1,19.4,48248,0,0,0,0,0,0,0,1,495,495,NULL,241,241,NULL,5528,93.74,2604,44.16,1210,20.52,911,15.45,4712,79.90,365,6.19,16,0.27,8,0.14,71,1.20,356,6.04,263,4.45,135,5.72,338,14.29,4590,77.83,2146,36.38,985,16.71,761,12.90,4000,67.83,222,3.77,13,0.22,8,0.14,57,0.96,290,4.91,221,3.75,100,4.21,275,11.61,495,8.40,241,4.08,113,1.92,80,1.35,449,7.62,1,0.02,0,0.00,0,0.00,16,0.28,29,0.49,22,0.37,12,0.50,29,1.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2714,1306,952,4896,501,21,8,72,399,282,135,345
01071950400,Alabama,Jackson County,0,2119,839,0,44,2.08,1,1,0,0,0,1,21.9,48750,1,1,0,0,0,1,0,0,1692,1692,NULL,749,749,NULL,2119,100.00,960,45.28,451,21.28,344,16.23,2016,95.14,14,0.66,2,0.09,0,0.00,41,1.93,46,2.17,33,1.56,5,0.62,108,12.90,2119,100.00,960,45.28,451,21.28,344,16.23,2016,95.14,14,0.66,2,0.09,0,0.00,41,1.93,46,2.17,33,1.56,5,0.62,108,12.90,1692,79.86,749,35.33,372,17.56,275,12.98,1603,75.63,13,0.61,2,0.09,0,0.00,33,1.55,42,1.97,31,1.45,5,0.58,86,10.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,966,451,344,2016,14,2,0,41,46,33,5,105
01071950500,Alabama,Jackson County,0,3518,1387,0,26,0.74,0,0,0,0,0,1,18.8,47250,0,0,0,0,0,0,0,0,137,137,NULL,65,65,NULL,3518,100.00,1649,46.87,826,23.48,496,14.10,3327,94.57,22,0.63,2,0.06,1,0.03,58,1.65,108,3.07,50,1.42,49,3.52,182,13.16,3512,99.83,1646,46.77,824,23.44,495,14.07,3321,94.40,22,0.62,2,0.06,1,0.03,58,1.65,108,3.07,50,1.42,49,3.51,182,13.13,137,3.90,65,1.85,28,0.80,21,0.59,133,3.77,0,0.01,0,0.00,0,0.00,2,0.05,3,0.07,0,0.01,2,0.15,8,0.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1570,826,496,3327,22,2,1,58,108,50,44,163
01071950600,Alabama,Jackson County,0,5951,2389,0,2,0.03,0,0,0,0,0,0,19.2,52663,1,1,0,0,0,1,0,0,721,721,NULL,348,348,NULL,5441,91.43,2342,39.35,1216,20.44,883,14.83,4647,78.09,511,8.58,17,0.28,1,0.02,67,1.13,198,3.33,122,2.04,86,3.59,181,7.57,4939,82.99,2102,35.31,1098,18.45,808,13.58,4269,71.74,421,7.07,14,0.23,1,0.02,65,1.09,169,2.85,100,1.68,81,3.40,163,6.84,721,12.11,348,5.85,165,2.78,116,1.95,694,11.66,4,0.07,0,0.00,0,0.00,18,0.30,5,0.09,3,0.05,12,0.49,23,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2563,1350,939,5047,591,17,1,73,222,139,91,187
01071950700,Alabama,Jackson County,0,4272,1906,0,0,0.00,0,0,0,0,0,1,22.0,46967,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4268,99.90,2020,47.29,906,21.22,729,17.07,3913,91.60,79,1.85,27,0.63,1,0.02,35,0.82,213,4.99,180,4.21,95,5.00,156,8.18,4072,95.31,1925,45.05,856,20.03,691,16.17,3732,87.35,73,1.71,27,0.62,1,0.02,34,0.80,205,4.81,175,4.10,89,4.65,148,7.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2174,907,730,3917,79,27,1,35,213,180,94,145
