CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
12057011107,Florida,Hillsborough County,1,6517,2559,0,8,0.12,0,0,0,0,0,0,8.3,101516,1,1,1,1,1,0,0,0,1744,4990,1744,269,836,269,4990,76.56,836,12.82,1135,17.41,522,8.01,4081,62.62,324,4.98,188,2.89,1,0.01,12,0.19,383,5.88,1263,19.38,6,0.24,88,3.43,1744,26.76,269,4.13,409,6.27,156,2.40,1423,21.83,109,1.67,77,1.18,0,0.00,4,0.06,132,2.02,462,7.10,0,0.00,30,1.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1132,1445,787,5378,409,257,1,17,455,1528,15,116
12057011108,Florida,Hillsborough County,1,1444,663,0,131,9.07,0,0,0,0,0,0,10.5,105469,0,1,0,1,0,0,0,0,171,780,171,21,132,21,780,54.00,132,9.12,115,7.93,224,15.53,721,49.90,18,1.24,7,0.45,2,0.14,2,0.12,31,2.16,127,8.77,14,2.06,24,3.59,171,11.84,21,1.46,28,1.92,47,3.23,163,11.26,0,0.00,2,0.16,1,0.06,0,0.03,5,0.32,32,2.21,3,0.44,6,0.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,397,149,569,1328,34,25,2,7,48,200,64,53
12057011109,Florida,Hillsborough County,1,2984,1136,0,0,0.00,0,0,0,0,0,0,4.8,110380,1,1,1,1,1,0,0,0,1667,2836,1667,225,386,225,2836,95.04,386,12.95,590,19.76,399,13.38,2564,85.91,99,3.31,50,1.69,8,0.26,4,0.13,112,3.75,418,14.01,9,0.78,76,6.67,1667,55.86,225,7.55,358,11.98,247,8.26,1561,52.31,33,1.10,23,0.78,3,0.12,2,0.06,44,1.49,195,6.54,5,0.43,43,3.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,533,614,428,2695,105,55,10,4,115,430,12,92
12057011203,Florida,Hillsborough County,1,3008,1407,0,0,0.00,0,0,0,0,0,0,7.0,86500,1,1,1,1,1,0,0,0,1429,3008,1429,250,537,250,3008,100.00,537,17.87,536,17.82,399,13.26,2561,85.14,179,5.95,93,3.09,0,0.00,6,0.20,169,5.62,636,21.14,26,1.87,102,7.22,1429,47.50,250,8.32,250,8.31,203,6.74,1240,41.22,58,1.92,51,1.70,0,0.00,4,0.14,76,2.51,290,9.63,12,0.87,48,3.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,657,536,399,2561,179,93,0,6,169,636,26,100
12057011204,Florida,Hillsborough County,1,6029,2575,0,36,0.60,0,1,0,0,0,1,23.9,57992,0,1,0,1,0,0,0,0,140,2231,140,15,456,15,2231,37.00,456,7.56,452,7.49,384,6.37,1948,32.32,106,1.75,65,1.07,2,0.03,10,0.16,100,1.67,428,7.10,13,0.49,158,6.12,140,2.32,15,0.24,19,0.32,36,0.59,133,2.20,1,0.02,4,0.07,0,0.00,0,0.00,2,0.03,26,0.43,0,0.00,10,0.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2293,1185,1092,4798,681,118,2,22,408,1310,121,429
12057011205,Florida,Hillsborough County,1,2697,1180,0,4,0.15,0,0,0,0,0,0,10.8,98259,1,1,1,1,1,0,0,0,1125,2523,1125,185,466,185,2523,93.56,466,17.27,455,16.86,415,15.37,2258,83.72,94,3.48,38,1.40,1,0.04,3,0.11,130,4.81,370,13.72,12,1.01,98,8.28,1125,41.72,185,6.85,227,8.43,148,5.50,969,35.93,70,2.61,21,0.78,1,0.04,3,0.11,61,2.26,196,7.25,5,0.39,45,3.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,535,484,435,2413,107,39,1,3,134,394,14,102
12057011206,Florida,Hillsborough County,1,2852,1268,0,116,4.07,0,1,0,0,0,1,30.0,42981,0,1,0,1,0,0,0,0,NULL,650,NULL,NULL,316,NULL,650,22.78,316,11.06,126,4.40,108,3.79,542,19.00,39,1.36,2,0.08,1,0.05,3,0.09,63,2.19,133,4.67,46,3.59,80,6.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1413,497,529,2122,336,72,7,19,296,726,217,372
12057011301,Florida,Hillsborough County,1,3041,1246,0,131,4.31,0,0,0,0,0,0,6.8,99531,0,1,0,1,0,0,0,0,51,1752,51,11,363,11,1752,57.62,363,11.93,314,10.34,455,14.95,1539,50.61,94,3.08,53,1.73,0,0.00,6,0.20,61,2.00,268,8.81,91,7.31,23,1.83,51,1.67,11,0.37,4,0.12,31,1.03,47,1.55,2,0.07,1,0.03,0,0.00,0,0.00,1,0.02,10,0.32,5,0.43,1,0.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,584,560,631,2668,185,74,3,7,104,483,135,43
12057011303,Florida,Hillsborough County,1,2977,1373,0,12,0.40,0,0,0,0,0,0,11.0,84167,0,1,0,1,0,0,0,0,356,1923,356,28,365,28,1923,64.59,365,12.26,382,12.82,356,11.97,1730,58.11,93,3.12,25,0.83,1,0.02,3,0.10,72,2.41,316,10.63,57,4.18,48,3.51,356,11.97,28,0.94,73,2.46,80,2.68,330,11.08,11,0.36,4,0.13,0,0.00,0,0.00,12,0.40,57,1.91,0,0.00,8,0.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1026,557,472,2560,226,51,1,5,134,614,103,77
12057011304,Florida,Hillsborough County,1,5084,2113,0,4,0.08,0,0,0,0,0,0,4.2,114135,1,1,1,1,1,0,0,0,509,3086,509,55,334,55,3086,60.70,334,6.57,754,14.84,479,9.42,2674,52.59,171,3.37,129,2.54,2,0.04,6,0.12,104,2.04,588,11.56,23,1.08,97,4.58,509,10.02,55,1.08,119,2.34,77,1.51,426,8.37,41,0.81,21,0.42,0,0.01,3,0.06,18,0.35,110,2.17,3,0.16,16,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,565,1146,879,4462,262,178,3,13,166,898,49,168
12057011407,Florida,Hillsborough County,1,2279,1169,0,0,0.00,0,0,0,0,0,0,5.7,120000,0,1,0,1,0,0,0,0,2,1346,2,0,179,0,1346,59.05,179,7.85,207,9.07,278,12.19,1219,53.49,53,2.35,36,1.57,1,0.04,0,0.01,36,1.60,178,7.81,55,4.69,15,1.26,2,0.10,0,0.02,0,0.01,1,0.03,2,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,273,317,578,2089,79,51,1,1,58,290,79,24
12057011408,Florida,Hillsborough County,1,2793,1070,0,0,0.00,0,0,0,0,0,0,5.3,81838,0,1,0,1,0,0,0,0,108,2246,108,15,344,15,2246,80.42,344,12.31,576,20.63,203,7.27,1823,65.29,130,4.65,137,4.89,4,0.14,6,0.21,146,5.23,577,20.67,5,0.49,40,3.70,108,3.87,15,0.53,28,1.02,13,0.46,86,3.07,7,0.26,11,0.40,0,0.00,0,0.00,4,0.15,30,1.09,0,0.00,2,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,472,682,263,2258,150,178,4,6,197,739,10,51
12057011409,Florida,Hillsborough County,1,2884,1281,0,10,0.35,0,0,0,0,0,0,4.9,103977,0,1,0,1,0,0,0,0,NULL,742,NULL,NULL,94,NULL,742,25.72,94,3.28,125,4.33,200,6.92,697,24.15,10,0.36,8,0.27,0,0.00,1,0.05,26,0.89,116,4.01,1,0.11,22,1.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,479,508,553,2519,117,79,2,4,163,620,23,84
12057011410,Florida,Hillsborough County,1,5887,2099,0,0,0.00,0,0,0,0,0,0,2.4,109375,1,1,1,1,1,0,0,0,3666,5663,3666,668,878,668,5663,96.20,878,14.91,1358,23.07,565,9.60,4691,79.69,470,7.99,186,3.16,4,0.07,21,0.36,290,4.93,990,16.82,43,2.03,73,3.47,3666,62.27,668,11.36,883,15.00,367,6.23,3086,52.41,291,4.94,113,1.92,2,0.03,12,0.21,162,2.75,557,9.47,37,1.75,47,2.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1113,1415,586,4866,483,204,4,22,308,1025,49,95
12057011411,Florida,Hillsborough County,1,1762,564,0,124,7.04,0,0,0,0,0,0,3.4,83450,0,1,0,1,0,0,0,0,0,1155,0,0,188,0,1155,65.57,188,10.67,306,17.35,114,6.46,844,47.92,88,5.01,141,7.99,0,0.00,0,0.00,82,4.65,383,21.71,4,0.70,26,4.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,286,449,227,1273,131,224,0,0,134,537,6,39
12057011412,Florida,Hillsborough County,1,3221,1450,0,9,0.28,0,0,0,0,1,0,12.9,68060,1,1,1,1,1,0,0,1,745,2235,745,318,681,318,2235,69.38,681,21.14,420,13.04,349,10.83,1851,57.46,132,4.10,67,2.07,0,0.00,17,0.53,168,5.23,613,19.04,127,8.74,162,11.17,745,23.13,318,9.87,130,4.05,132,4.09,594,18.44,46,1.43,20,0.63,0,0.00,8,0.26,76,2.37,218,6.78,66,4.57,60,4.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,942,633,461,2660,201,105,0,20,235,909,139,226
12057011413,Florida,Hillsborough County,1,5763,2093,0,0,0.00,0,0,0,0,0,0,9.0,103662,0,1,0,1,0,0,0,0,NULL,2749,NULL,NULL,620,NULL,2749,47.70,620,10.76,674,11.69,284,4.93,2209,38.33,211,3.67,141,2.45,4,0.07,9,0.15,175,3.04,867,15.05,54,2.58,64,3.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1536,1409,527,4385,457,455,4,21,441,1752,109,135
12057011414,Florida,Hillsborough County,1,6825,2351,0,0,0.00,0,0,0,0,0,0,18.2,59028,1,1,1,1,1,0,0,0,2008,4866,2008,794,1862,794,4866,71.30,1862,27.28,1227,17.98,380,5.57,3775,55.32,436,6.39,225,3.30,11,0.16,14,0.20,405,5.93,2163,31.70,47,1.99,308,13.08,2008,29.43,794,11.64,449,6.58,181,2.65,1599,23.43,154,2.26,133,1.95,5,0.08,4,0.06,112,1.64,747,10.95,12,0.52,136,5.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2886,1880,483,5140,693,266,11,28,687,3461,110,506
12057011415,Florida,Hillsborough County,1,5152,2104,0,0,0.00,0,0,0,0,0,0,6.3,75947,0,1,0,1,0,0,0,0,383,2881,383,62,557,62,2881,55.92,557,10.82,662,12.84,268,5.20,2078,40.33,305,5.93,247,4.79,1,0.02,10,0.20,240,4.66,1058,20.53,9,0.44,100,4.74,383,7.44,62,1.21,66,1.27,28,0.55,300,5.82,36,0.70,27,0.53,0,0.00,0,0.00,20,0.39,89,1.73,0,0.01,17,0.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1031,1140,454,3799,545,321,1,20,466,1902,19,197
12057011416,Florida,Hillsborough County,1,6658,2561,0,4,0.06,0,0,0,0,0,0,9.5,62768,0,1,0,1,0,0,0,0,150,3846,150,70,1404,70,3846,57.76,1404,21.09,916,13.76,380,5.70,2718,40.82,485,7.28,162,2.44,4,0.05,7,0.10,471,7.07,1743,26.18,63,2.45,245,9.55,150,2.25,70,1.06,32,0.49,14,0.21,113,1.69,15,0.23,8,0.12,0,0.00,0,0.00,14,0.21,80,1.20,1,0.05,9,0.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2348,1539,613,4610,903,311,5,11,818,2920,116,471
12057011417,Florida,Hillsborough County,1,4528,1886,0,0,0.00,0,0,0,0,0,0,15.8,52785,0,1,0,1,0,0,0,0,30,2160,30,14,853,14,2160,47.70,853,18.85,489,10.80,212,4.68,1639,36.20,215,4.74,51,1.13,0,0.00,9,0.19,246,5.44,750,16.57,33,1.72,108,5.75,30,0.66,14,0.31,6,0.13,4,0.09,25,0.54,3,0.06,1,0.02,0,0.00,0,0.00,2,0.04,7,0.15,1,0.04,2,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1891,1005,417,3464,434,105,0,18,507,1549,68,249
12057011418,Florida,Hillsborough County,1,3719,1684,0,0,0.00,0,0,0,0,0,0,6.6,94167,1,1,1,1,1,0,0,0,809,3378,809,229,698,229,3378,90.83,698,18.76,561,15.09,734,19.73,2992,80.45,147,3.94,119,3.20,0,0.00,5,0.12,116,3.11,587,15.79,83,4.91,120,7.15,809,21.76,229,6.16,120,3.23,200,5.38,707,19.00,35,0.94,41,1.10,0,0.00,2,0.06,24,0.65,179,4.82,44,2.62,30,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,809,624,774,3276,175,127,0,5,136,642,91,138
12057011504,Florida,Hillsborough County,1,2101,815,0,0,0.00,0,0,0,0,0,0,5.9,103750,1,1,1,1,1,0,0,0,1271,1829,1271,296,370,296,1829,87.04,370,17.59,344,16.37,290,13.81,1717,81.70,45,2.15,26,1.24,0,0.00,11,0.54,30,1.42,139,6.61,36,4.36,5,0.67,1271,60.48,296,14.11,231,10.98,212,10.08,1200,57.12,27,1.28,15,0.69,0,0.00,7,0.35,22,1.04,100,4.76,29,3.53,4,0.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,410,398,331,1970,53,31,0,13,34,162,37,6
12057011506,Florida,Hillsborough County,1,7333,2776,0,0,0.00,0,0,0,0,0,0,6.3,106173,1,1,1,1,1,0,0,0,1510,3883,1510,276,674,276,3883,52.95,674,9.19,1062,14.48,271,3.69,3131,42.70,263,3.59,254,3.46,4,0.05,4,0.05,228,3.10,871,11.88,25,0.91,46,1.67,1510,20.59,276,3.77,418,5.69,108,1.47,1208,16.47,116,1.58,93,1.27,0,0.01,1,0.02,91,1.24,340,4.63,11,0.39,17,0.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1371,2004,444,5842,501,518,9,11,452,1515,58,103
12057011507,Florida,Hillsborough County,1,7312,3039,0,43,0.59,0,0,0,0,1,0,3.8,116790,1,1,1,1,1,0,0,1,2767,5726,2767,308,738,308,5726,78.32,738,10.10,1525,20.86,931,12.73,4654,63.65,319,4.36,449,6.14,1,0.02,8,0.12,295,4.04,831,11.37,174,5.74,67,2.22,2767,37.84,308,4.21,829,11.34,171,2.34,2187,29.90,191,2.61,213,2.91,1,0.01,1,0.02,175,2.39,463,6.33,20,0.65,30,0.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1101,1969,1043,5914,395,594,2,16,391,1084,300,92
12057011509,Florida,Hillsborough County,1,6354,2166,0,0,0.00,0,0,0,0,0,0,4.1,110543,1,1,1,1,1,0,0,0,6259,6326,6259,718,725,718,6326,99.56,725,11.41,1808,28.45,607,9.56,5587,87.93,274,4.32,235,3.69,2,0.03,15,0.24,213,3.36,747,11.76,0,0.00,68,3.13,6259,98.50,718,11.30,1792,28.20,599,9.43,5527,86.98,270,4.25,233,3.67,2,0.03,15,0.23,212,3.33,743,11.69,0,0.00,67,3.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,724,1815,611,5612,276,235,2,15,214,749,0,69
12057011510,Florida,Hillsborough County,1,3357,1074,0,3,0.09,0,0,0,0,0,0,2.2,111875,1,1,1,1,1,0,0,0,2108,2928,2108,166,230,166,2928,87.23,230,6.87,1028,30.61,195,5.80,2342,69.75,217,6.45,201,5.99,0,0.00,9,0.26,160,4.77,497,14.81,6,0.53,33,3.05,2108,62.79,166,4.94,805,23.99,108,3.21,1631,48.59,181,5.39,164,4.90,0,0.00,7,0.21,125,3.71,360,10.73,4,0.36,22,2.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,386,1132,259,2719,231,224,1,11,171,554,9,52
